"No.","Time","Source","Destination","Protocol","Length","Info"
"1246","45.755429","192.168.56.102","192.168.56.103","TCP","66","57221  >  6389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1247","45.755429","192.168.56.102","192.168.56.103","TCP","66","57221  >  5060 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1248","45.755448","192.168.56.103","192.168.56.102","TCP","60","51493  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1249","45.755466","192.168.56.103","192.168.56.102","TCP","60","7435  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1250","45.755478","192.168.56.103","192.168.56.102","TCP","60","1070  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1251","45.755489","192.168.56.103","192.168.56.102","TCP","60","5800  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1252","45.755501","192.168.56.103","192.168.56.102","TCP","60","10628  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1253","45.755512","192.168.56.103","192.168.56.102","TCP","60","481  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1254","45.755533","192.168.56.103","192.168.56.102","TCP","60","6389  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1255","45.755569","192.168.56.103","192.168.56.102","TCP","60","5060  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1256","45.755590","192.168.56.102","192.168.56.103","TCP","66","57221  >  808 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1257","45.755591","192.168.56.102","192.168.56.103","TCP","66","57221  >  524 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1258","45.755591","192.168.56.102","192.168.56.103","TCP","66","57221  >  3828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1259","45.755591","192.168.56.102","192.168.56.103","TCP","66","57221  >  1111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1260","45.755591","192.168.56.102","192.168.56.103","TCP","66","57221  >  1040 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1261","45.755600","192.168.56.103","192.168.56.102","TCP","60","808  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1262","45.755612","192.168.56.103","192.168.56.102","TCP","60","524  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1263","45.755621","192.168.56.103","192.168.56.102","TCP","60","3828  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1264","45.755630","192.168.56.103","192.168.56.102","TCP","60","1111  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1265","45.755639","192.168.56.103","192.168.56.102","TCP","60","1040  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1266","45.756475","192.168.56.102","192.168.56.103","TCP","66","57221  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1267","45.756475","192.168.56.102","192.168.56.103","TCP","66","57221  >  1094 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1268","45.756475","192.168.56.102","192.168.56.103","TCP","66","57221  >  5120 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1269","45.756475","192.168.56.102","192.168.56.103","TCP","66","57221  >  45100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1270","45.756475","192.168.56.102","192.168.56.103","TCP","66","57221  >  1002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1271","45.756475","192.168.56.102","192.168.56.103","TCP","66","57221  >  49161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1272","45.756475","192.168.56.102","192.168.56.103","TCP","66","57221  >  212 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1273","45.756475","192.168.56.102","192.168.56.103","TCP","66","57221  >  8899 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1274","45.756503","192.168.56.103","192.168.56.102","TCP","60","8000  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1275","45.756524","192.168.56.103","192.168.56.102","TCP","60","1094  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1276","45.756536","192.168.56.103","192.168.56.102","TCP","60","5120  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1277","45.756619","192.168.56.103","192.168.56.102","TCP","60","45100  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1278","45.756644","192.168.56.103","192.168.56.102","TCP","60","1002  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1279","45.756667","192.168.56.103","192.168.56.102","TCP","60","49161  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1280","45.756708","192.168.56.103","192.168.56.102","TCP","60","212  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1281","45.756728","192.168.56.103","192.168.56.102","TCP","60","8899  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1282","45.756750","192.168.56.102","192.168.56.103","TCP","66","57221  >  8500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1283","45.756750","192.168.56.102","192.168.56.103","TCP","66","57221  >  1145 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1284","45.756750","192.168.56.102","192.168.56.103","TCP","66","57221  >  2601 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1285","45.756750","192.168.56.102","192.168.56.103","TCP","66","57221  >  56738 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1286","45.756750","192.168.56.102","192.168.56.103","TCP","66","57221  >  63331 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1287","45.756750","192.168.56.102","192.168.56.103","TCP","66","57221  >  4900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1288","45.756751","192.168.56.102","192.168.56.103","TCP","66","57221  >  4129 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1289","45.756765","192.168.56.103","192.168.56.102","TCP","60","8500  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1290","45.756786","192.168.56.103","192.168.56.102","TCP","60","1145  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1291","45.756798","192.168.56.103","192.168.56.102","TCP","60","2601  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1292","45.756810","192.168.56.103","192.168.56.102","TCP","60","56738  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1293","45.756824","192.168.56.103","192.168.56.102","TCP","60","63331  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1294","45.756833","192.168.56.103","192.168.56.102","TCP","60","4900  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1295","45.756846","192.168.56.103","192.168.56.102","TCP","60","4129  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1296","45.756923","192.168.56.102","192.168.56.103","TCP","66","57221  >  2399 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1297","45.756923","192.168.56.102","192.168.56.103","TCP","66","57221  >  7938 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1298","45.756923","192.168.56.102","192.168.56.103","TCP","66","57221  >  2119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1299","45.756923","192.168.56.102","192.168.56.103","TCP","66","57221  >  691 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1300","45.756935","192.168.56.103","192.168.56.102","TCP","60","2399  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1301","45.756948","192.168.56.103","192.168.56.102","TCP","60","7938  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1302","45.756960","192.168.56.103","192.168.56.102","TCP","60","2119  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1303","45.756973","192.168.56.103","192.168.56.102","TCP","60","691  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1304","45.757035","192.168.56.102","192.168.56.103","TCP","66","57221  >  1042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1305","45.757043","192.168.56.103","192.168.56.102","TCP","60","1042  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1306","45.757182","192.168.56.102","192.168.56.103","TCP","66","57221  >  8084 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1307","45.757192","192.168.56.103","192.168.56.102","TCP","60","8084  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1308","45.757538","192.168.56.102","192.168.56.103","TCP","66","57221  >  648 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1309","45.757549","192.168.56.103","192.168.56.102","TCP","60","648  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1310","45.757875","192.168.56.102","192.168.56.103","TCP","66","57221  >  5298 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1311","45.757885","192.168.56.103","192.168.56.102","TCP","60","5298  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1312","45.758420","192.168.56.102","192.168.56.103","TCP","66","57221  >  5004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1313","45.758420","192.168.56.102","192.168.56.103","TCP","66","57221  >  2383 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1314","45.758420","192.168.56.102","192.168.56.103","TCP","66","57221  >  11967 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1315","45.758420","192.168.56.102","192.168.56.103","TCP","66","57221  >  1130 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1316","45.758420","192.168.56.102","192.168.56.103","TCP","66","57221  >  1187 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1317","45.758420","192.168.56.102","192.168.56.103","TCP","66","57221  >  49176 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1318","45.758420","192.168.56.102","192.168.56.103","TCP","66","57221  >  1755 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1319","45.758420","192.168.56.102","192.168.56.103","TCP","66","57221  >  4005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1320","45.758443","192.168.56.103","192.168.56.102","TCP","60","5004  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1321","45.758514","192.168.56.103","192.168.56.102","TCP","60","2383  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1322","45.758534","192.168.56.103","192.168.56.102","TCP","60","11967  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1323","45.758546","192.168.56.103","192.168.56.102","TCP","60","1130  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1324","45.758580","192.168.56.103","192.168.56.102","TCP","60","1187  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1325","45.758597","192.168.56.103","192.168.56.102","TCP","60","49176  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1326","45.758629","192.168.56.103","192.168.56.102","TCP","60","1755  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1327","45.758692","192.168.56.103","192.168.56.102","TCP","60","4005  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1328","45.759169","192.168.56.102","192.168.56.103","TCP","66","57221  >  32778 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1329","45.759169","192.168.56.102","192.168.56.103","TCP","66","57221  >  3370 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1330","45.759169","192.168.56.102","192.168.56.103","TCP","66","57221  >  3003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1331","45.759169","192.168.56.102","192.168.56.103","TCP","66","57221  >  8181 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1332","45.759169","192.168.56.102","192.168.56.103","TCP","66","57221  >  1093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1333","45.759169","192.168.56.102","192.168.56.103","TCP","66","57221  >  49400 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1334","45.759169","192.168.56.102","192.168.56.103","TCP","66","57221  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1335","45.759170","192.168.56.102","192.168.56.103","TCP","66","57221  >  57797 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1336","45.759193","192.168.56.103","192.168.56.102","TCP","60","32778  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1337","45.759234","192.168.56.103","192.168.56.102","TCP","60","3370  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1338","45.759252","192.168.56.103","192.168.56.102","TCP","60","3003  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1339","45.759265","192.168.56.103","192.168.56.102","TCP","60","8181  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1340","45.759277","192.168.56.103","192.168.56.102","TCP","60","1093  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1341","45.759296","192.168.56.103","192.168.56.102","TCP","60","49400  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1342","45.759308","192.168.56.103","192.168.56.102","TCP","60","8081  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1343","45.759322","192.168.56.103","192.168.56.102","TCP","60","57797  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1344","45.759380","192.168.56.102","192.168.56.103","TCP","66","57221  >  1500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1345","45.759380","192.168.56.102","192.168.56.103","TCP","66","57221  >  7627 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1346","45.759380","192.168.56.102","192.168.56.103","TCP","66","57221  >  1030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1347","45.759380","192.168.56.102","192.168.56.103","TCP","66","57221  >  1700 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1348","45.759380","192.168.56.102","192.168.56.103","TCP","66","57221  >  1287 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1349","45.759380","192.168.56.102","192.168.56.103","TCP","66","57221  >  106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1350","45.759380","192.168.56.102","192.168.56.103","TCP","66","57221  >  8087 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1351","45.759380","192.168.56.102","192.168.56.103","TCP","66","57221  >  9009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1352","45.759401","192.168.56.103","192.168.56.102","TCP","60","1500  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1353","45.759424","192.168.56.103","192.168.56.102","TCP","60","7627  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1354","45.759441","192.168.56.103","192.168.56.102","TCP","60","1030  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1355","45.759460","192.168.56.103","192.168.56.102","TCP","60","1700  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1356","45.759478","192.168.56.103","192.168.56.102","TCP","60","1287  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1357","45.759494","192.168.56.103","192.168.56.102","TCP","60","106  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1358","45.759510","192.168.56.103","192.168.56.102","TCP","60","8087  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1359","45.759527","192.168.56.103","192.168.56.102","TCP","60","9009  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1360","45.759548","192.168.56.102","192.168.56.103","TCP","66","57221  >  1166 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1361","45.759548","192.168.56.102","192.168.56.103","TCP","66","57221  >  1687 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1362","45.759548","192.168.56.102","192.168.56.103","TCP","66","57221  >  7676 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1363","45.759559","192.168.56.103","192.168.56.102","TCP","60","1166  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1364","45.759576","192.168.56.103","192.168.56.102","TCP","60","1687  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1365","45.759589","192.168.56.103","192.168.56.102","TCP","60","7676  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1366","45.760391","192.168.56.102","192.168.56.103","TCP","66","57221  >  1045 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1367","45.760391","192.168.56.102","192.168.56.103","TCP","66","57221  >  52869 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1368","45.760391","192.168.56.102","192.168.56.103","TCP","66","57221  >  9502 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1369","45.760391","192.168.56.102","192.168.56.103","TCP","66","57221  >  1147 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1370","45.760391","192.168.56.102","192.168.56.103","TCP","66","57221  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1371","45.760391","192.168.56.102","192.168.56.103","TCP","66","57221  >  8800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1372","45.760430","192.168.56.103","192.168.56.102","TCP","60","1045  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1373","45.760453","192.168.56.103","192.168.56.102","TCP","60","52869  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1374","45.760466","192.168.56.103","192.168.56.102","TCP","60","9502  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1375","45.760478","192.168.56.103","192.168.56.102","TCP","60","1147  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1376","45.760488","192.168.56.103","192.168.56.102","TCP","60","32768  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1377","45.760500","192.168.56.103","192.168.56.102","TCP","60","8800  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1378","45.760641","192.168.56.102","192.168.56.103","TCP","66","57221  >  5989 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1379","45.760642","192.168.56.102","192.168.56.103","TCP","66","57221  >  1107 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1380","45.760642","192.168.56.102","192.168.56.103","TCP","66","57221  >  6106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1381","45.760642","192.168.56.102","192.168.56.103","TCP","66","57221  >  541 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1382","45.760642","192.168.56.102","192.168.56.103","TCP","66","57221  >  5915 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1383","45.760642","192.168.56.102","192.168.56.103","TCP","66","57221  >  9898 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1384","45.760642","192.168.56.102","192.168.56.103","TCP","66","57221  >  19801 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1385","45.760642","192.168.56.102","192.168.56.103","TCP","66","57221  >  9929 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1386","45.760660","192.168.56.103","192.168.56.102","TCP","60","5989  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1387","45.760677","192.168.56.103","192.168.56.102","TCP","60","1107  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1388","45.760690","192.168.56.103","192.168.56.102","TCP","60","6106  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1389","45.760702","192.168.56.103","192.168.56.102","TCP","60","541  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1390","45.760724","192.168.56.103","192.168.56.102","TCP","60","5915  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1391","45.760738","192.168.56.103","192.168.56.102","TCP","60","9898  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1392","45.760786","192.168.56.103","192.168.56.102","TCP","60","19801  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1393","45.760854","192.168.56.103","192.168.56.102","TCP","60","9929  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1394","45.760947","192.168.56.102","192.168.56.103","TCP","66","57221  >  9010 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1395","45.760947","192.168.56.102","192.168.56.103","TCP","66","57221  >  9418 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1396","45.760947","192.168.56.102","192.168.56.103","TCP","66","57221  >  3826 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1397","45.760947","192.168.56.102","192.168.56.103","TCP","66","57221  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1398","45.760947","192.168.56.102","192.168.56.103","TCP","66","57221  >  2702 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1399","45.760947","192.168.56.102","192.168.56.103","TCP","66","57221  >  7443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1400","45.760948","192.168.56.102","192.168.56.103","TCP","66","57221  >  625 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1401","45.760948","192.168.56.102","192.168.56.103","TCP","66","57221  >  16016 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1402","45.760969","192.168.56.103","192.168.56.102","TCP","60","9010  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1403","45.760988","192.168.56.103","192.168.56.102","TCP","60","9418  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1404","45.760999","192.168.56.103","192.168.56.102","TCP","60","3826  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1405","45.761012","192.168.56.103","192.168.56.102","TCP","60","1029  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1406","45.761024","192.168.56.103","192.168.56.102","TCP","60","2702  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1407","45.761036","192.168.56.103","192.168.56.102","TCP","60","7443  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1408","45.761047","192.168.56.103","192.168.56.102","TCP","60","625  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1409","45.761059","192.168.56.103","192.168.56.102","TCP","60","16016  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1410","45.761083","192.168.56.102","192.168.56.103","TCP","66","57221  >  1718 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1411","45.761083","192.168.56.102","192.168.56.103","TCP","66","57221  >  545 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1412","45.761083","192.168.56.102","192.168.56.103","TCP","66","57221  >  5102 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1413","45.761083","192.168.56.102","192.168.56.103","TCP","66","57221  >  1097 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1414","45.761083","192.168.56.102","192.168.56.103","TCP","66","57221  >  9943 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1415","45.761097","192.168.56.103","192.168.56.102","TCP","60","1718  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1416","45.761113","192.168.56.103","192.168.56.102","TCP","60","545  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1417","45.761127","192.168.56.103","192.168.56.102","TCP","60","5102  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1418","45.761140","192.168.56.103","192.168.56.102","TCP","60","1097  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1419","45.761153","192.168.56.103","192.168.56.102","TCP","60","9943  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1420","45.761279","192.168.56.102","192.168.56.103","TCP","66","57221  >  34572 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1421","45.761279","192.168.56.102","192.168.56.103","TCP","66","57221  >  9071 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1422","45.761280","192.168.56.102","192.168.56.103","TCP","66","57221  >  1126 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1423","45.761280","192.168.56.102","192.168.56.103","TCP","66","57221  >  38292 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1424","45.761280","192.168.56.102","192.168.56.103","TCP","66","57221  >  2111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1425","45.761280","192.168.56.102","192.168.56.103","TCP","66","57221  >  1433 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1426","45.761298","192.168.56.103","192.168.56.102","TCP","60","34572  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1427","45.761362","192.168.56.103","192.168.56.102","TCP","60","9071  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1428","45.761395","192.168.56.103","192.168.56.102","TCP","60","1126  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1429","45.761466","192.168.56.103","192.168.56.102","TCP","60","38292  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1430","45.761486","192.168.56.103","192.168.56.102","TCP","60","2111  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1431","45.761499","192.168.56.103","192.168.56.102","TCP","60","1433  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1432","45.761611","192.168.56.102","192.168.56.103","TCP","66","57221  >  6689 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1433","45.761612","192.168.56.102","192.168.56.103","TCP","66","57221  >  1050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1434","45.761612","192.168.56.102","192.168.56.103","TCP","66","57221  >  10616 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1435","45.761612","192.168.56.102","192.168.56.103","TCP","66","57221  >  1328 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1436","45.761612","192.168.56.102","192.168.56.103","TCP","66","57221  >  1057 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1437","45.761612","192.168.56.102","192.168.56.103","TCP","66","57221  >  1090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1438","45.761612","192.168.56.102","192.168.56.103","TCP","66","57221  >  687 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1439","45.761612","192.168.56.102","192.168.56.103","TCP","66","57221  >  1998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1440","45.761632","192.168.56.103","192.168.56.102","TCP","60","6689  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1441","45.761651","192.168.56.103","192.168.56.102","TCP","60","1050  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1442","45.761691","192.168.56.103","192.168.56.102","TCP","60","10616  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1443","45.761710","192.168.56.103","192.168.56.102","TCP","60","1328  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1444","45.761723","192.168.56.103","192.168.56.102","TCP","60","1057  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1445","45.761736","192.168.56.103","192.168.56.102","TCP","60","1090  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1446","45.761748","192.168.56.103","192.168.56.102","TCP","60","687  >  57221 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
